,City,State,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20
364,Lehigh Acres,FL,181377,182093,183182,183646,184810,185451,186222,186996,188157
365,Everett,WA,420689,424280,427699,431804,434701,437287,440257,445836,453039
366,Wichita Falls,TX,99897,100572,101270,101999,102667,103709,105081,106754,108499
367,Erie,PA,119250,119677,120213,120758,121359,122092,122902,123893,125244
368,Pompano Beach,FL,228952,230140,231244,232640,234037,235244,235878,237214,238897
369,San Leandro,CA,679083,685005,690236,692198,692727,693878,700061,710463,721965
370,Riverview,FL,242145,242815,243521,244783,245968,247578,249077,251073,253138
371,Burbank,CA,838564,845467,852340,859224,861733,863476,870087,880154,892128
372,Vacaville,CA,469768,471929,474633,476019,478185,479939,480402,481842,485246
373,Madera,CA,270346,272333,274016,275643,276951,278432,280792,283477,286141
374,Albany,NY,185336,184936,184502,184385,184601,185517,186915,188542,189889
375,Grand Junction,CO,260812,263594,265697,267027,267293,268568,270183,271953,272966
376,Hesperia,CA,284346,285918,287726,289920,290967,292579,295063,298833,302679
377,Jackson,MI,128339,129300,130137,131163,131910,132558,133240,133657,134231
378,The Woodlands,TX,362378,363869,364591,365580,365602,365879,366667,368297,370885
379,Longview,TX,164121,162127,159326,155830,153526,151935,151296,150851,149952
380,San Mateo,CA,1443522,1448221,1453946,1447665,1434657,1425800,1423904,1432110,1429595
381,Edison,NJ,387243,387577,387373,389035,389644,391293,393044,397510,402393
382,Franklin,TN,483986,486639,488885,491339,492643,494586,496449,500242,503993
383,Sandy Springs,GA,493790,496028,497660,499071,499166,500711,502665,505309,507152
384,Merced,CA,264738,266860,268993,270140,270222,271331,274658,278293,281889
385,Jacksonville,NC,156212,156468,157074,157355,157736,157792,158302,159034,160042
386,Santa Cruz,CA,926376,929270,935864,938452,940159,940463,947374,963221,979276
387,Lexington,SC,203416,204122,205036,205911,206901,207649,208642,209551,210821
388,Chapel Hill,NC,403400,403405,403556,404484,405499,406938,407748,408945,410105
389,Kennesaw,GA,263249,265065,266652,268403,269067,270299,271575,273000,274192
390,Clinton,MI,177644,178517,179674,180825,181367,181645,182043,183782,185728
391,Elkhart,IN,143582,144474,145519,146586,147544,148456,149352,149875,150742
392,Daly City,CA,1070111,1080520,1093003,1095864,1091184,1085486,1085211,1093041,1093421
393,Rialto,CA,375249,377568,380302,383748,385711,388396,392301,397798,403228
394,Davie,FL,325823,327582,328916,330877,332706,334391,335066,336445,338320
395,Columbia,MD,367170,368788,370151,370707,371134,371427,372845,374851,377083
396,Meridian,ID,353626,357659,361397,365586,368820,372638,375673,379581,384121
397,Lawrence,KS,206307,206625,207194,208865,209961,210723,210647,212317,214078
398,Napa,CA,678242,677337,678895,682445,686472,689450,695260,702590,711560
399,Highlands Ranch,CO,540579,543386,545093,547229,549178,551785,554790,558132,562743
400,Lynchburg,VA,163550,163793,164214,164335,165176,166132,167355,168857,170601
401,Greeley,CO,332267,332971,334302,335598,337019,338048,339489,340648,342473
402,League City,TX,273952,273116,272735,273088,273879,275270,277314,279213,280626
403,Lakewood Township,NJ,330879,331665,333528,334775,335556,335842,337437,340536,345122
404,Mission Viejo,CA,751778,756078,760482,763357,764124,764857,767726,774149,779688
405,High Point,NC,146835,147904,149170,150454,151788,152972,154010,155401,156907
406,Lithonia,GA,156238,157331,158599,160053,161524,163451,165626,168144,170965
407,Anderson,SC,169616,170047,170285,171033,172106,173560,174736,176124,177526
408,Livermore,CA,783964,788450,791974,792358,791720,791676,796390,805543,816344
409,Spring Hill,FL,172262,173161,173976,175636,177647,179886,181747,183676,185826
410,Sandy,UT,433005,435065,437988,441405,445918,450501,455231,460290,465690
411,Federal Way,WA,393187,397750,402116,406331,409931,414833,420294,427130,433907
412,Rio Rancho,NM,208352,210170,212177,214618,216956,219392,220911,222432,223988
413,South Gate,CA,461516,466177,470927,474835,476406,477701,481122,486259,491362
414,Bryan,TX,187595,188024,188302,188634,189047,189697,190519,191560,192962
415,Champaign,IL,142736,142826,142663,143054,143672,144339,144856,146054,147314
416,Albany,GA,87406,87261,87148,87072,86938,86783,86568,86311,86092
417,Portsmouth,VA,170599,171943,173094,173920,174638,175724,176971,178667,181047
418,Dearborn,MI,155933,156687,157393,158033,158198,158696,159867,161573,163158
419,Hawthorne,CA,665792,671945,677366,682469,684601,686766,692197,700336,709325
420,Johnson City,TN,161785,162755,163712,164683,165939,167115,168461,169697,171298
421,Idaho Falls,ID,236467,238490,240902,243206,245725,248239,250618,252865,255170
422,Woodstock,GA,285741,286539,287526,289041,290883,293300,295206,297494,299633
423,Livonia,MI,221052,221853,222772,223928,224273,224650,225827,227636,229458
424,Brockton,MA,322756,325413,328369,331724,334272,336134,337351,339909,343350
425,Asheville,NC,298644,299744,301043,302463,303715,304969,306475,308972,311457
426,Midlothian,VA,305468,306916,307900,308792,309809,311343,312959,314784,316873
427,Indio,CA,325862,326657,327204,328666,330616,332525,334440,337111,340565
428,Annapolis,MD,445306,445996,446976,447270,447833,449545,451855,455802,459118
429,New Braunfels,TX,281170,281457,281888,282891,283999,285373,286467,287907,289242
430,McDonough,GA,214634,216283,216914,217465,218896,220863,222721,224566,226839
431,Terre Haute,IN,99209,99317,99432,99536,99719,99903,100070,100222,100368
432,Ashburn,VA,574607,575656,577712,580528,583643,586721,592185,597240,602215
433,Sterling,VA,451280,452141,453817,456279,458923,461719,466386,470590,474732
434,Auburn,WA,405409,409731,414173,418619,422022,426330,431506,438354,445142
435,Muncie,IN,83375,83585,83895,84377,84877,85476,86228,87096,88010
436,Valdosta,GA,115948,116571,116965,117292,117746,118203,118864,119217,119807
437,Apopka,FL,257559,258996,260384,261873,263140,264451,265607,267132,268585
438,Kennewick,WA,309106,309136,308721,307463,306605,306641,307568,308698,310641
439,Medford,OR,289221,290605,292168,294632,297617,300106,303048,305793,309273
440,Allen,TX,343317,343551,344479,345241,346314,347726,349732,352399,354947
441,Kalamazoo,MI,160400,161397,161997,162652,163352,164515,165885,167489,169425
442,Santa Monica,CA,1643289,1660040,1674584,1684901,1685061,1683503,1681923,1684165,1684427
443,Plantation,FL,314434,315909,317082,318893,320964,322970,323922,325536,327694
444,Plainfield,IL,248833,249625,250726,251490,252310,252678,253799,255006,257269
445,New Bedford,MA,262111,263577,264873,265997,268058,270787,274538,278550,283216
446,Westminster,CA,714730,720160,725508,729092,730747,731442,733314,738131,742673
447,Reading,PA,149552,150784,152491,154189,155609,156343,157317,158482,159569
448,Loveland,CO,380435,380973,382187,384391,386747,388767,389990,391549,393429
449,Cheyenne,WY,291063,293733,295461,297037,298371,299705,300459,301100,301536
450,Fort Smith,AR,120725,121283,122115,123008,123778,124584,124834,124888,124976
451,Lawton,OK,80485,80728,80916,81071,81229,81415,81510,81836,82366
452,Kenosha,WI,169163,169684,170134,171058,171686,172459,173112,173696,174866
453,Roswell,GA,418583,420325,421206,422112,421655,423042,424840,427619,429580
454,Monroe,LA,117970,118266,118357,118419,118411,118530,119008,119728,120639
455,Orem,UT,325513,327839,330348,332421,334453,336799,339551,342744,346372
456,Missoula,MT,341639,344126,346810,349103,351829,354915,358262,362221,367298
457,Miami Beach,FL,361024,361400,361187,361037,360256,359315,359028,359639,360980
458,Duluth,MN,199614,201031,202270,202848,202814,202633,203100,203884,205225
459,Sunrise,FL,233543,234942,235996,237498,238934,240349,240897,241949,243332
460,Lynn,MA,388629,389025,391058,394226,398386,401731,405949,410255,414452
461,Holland,MI,245205,245801,247169,248729,250173,251145,252214,253363,254471
462,Cleveland,TN,174898,176016,177449,178677,180211,181790,183193,184628,185765
463,Williamsburg,VA,321605,321690,322400,323358,324780,326042,327405,329071,331288
464,Lees Summit,MO,259607,260705,262999,264737,266469,267990,269796,272324,274805
465,Appleton,WI,171557,172836,173695,174448,175338,176442,178049,179675,181551
466,Newnan,GA,227107,227995,229063,230208,231955,233105,234511,235673,237126
467,Menifee,CA,372090,372818,373341,375096,377614,380255,383328,387467,392633
468,San Marcos,CA,588954,591448,595015,597426,600775,603095,606492,611994,620048
469,Acworth,GA,260013,261455,262839,264399,265545,267114,268576,270181,271675
470,Canton,MI,285976,286656,287512,288541,288513,288734,290000,292291,294406
471,Herndon,VA,557261,558411,558992,561610,564116,568406,572345,577298,581482
472,Queen Creek,AZ,314906,317213,320252,323762,326838,329791,333577,338117,343196
473,Covington,GA,171331,172525,173580,174358,174956,175507,176154,176988,178357
474,Carmel,IN,376258,378202,379828,381137,382225,383889,386250,389037,391340
475,San Angelo,TX,143704,144053,144837,145512,146208,146722,147079,147399,147730
476,Hamilton Township,NJ,227306,228042,228361,229289,228909,229896,230904,233528,236818
477,Tonawanda,NY,161090,161695,162052,162748,163347,164406,165700,167769,170420
478,Bothell,WA,630751,635314,639845,645417,650072,655077,661201,670204,680960
479,Newton,MA,1090247,1091826,1095874,1097492,1099015,1099066,1101920,1110285,1118532
480,Warner Robins,GA,123591,124101,124636,125278,125978,126806,127625,128469,129334
481,Flagstaff,AZ,383440,384020,385763,388518,390927,392480,393646,396396,400251
482,Chino,CA,505666,507836,510487,513950,515210,517387,521532,527882,534396
483,Fort Pierce,FL,164538,165269,166143,166585,167303,168218,169187,170459,171696
484,Redwood City,CA,1594461,1600994,1610980,1609117,1596935,1587101,1583184,1593563,1593913
485,Lafayette,IN,150989,152186,153329,154307,155266,156307,157563,158573,159705
486,Leesburg,VA,568282,569289,571182,574155,577478,580872,586392,591429,596502
487,Gulfport,MS,130896,131439,131961,132426,132684,132906,133286,134143,135132
488,Pittsburg,CA,429263,429658,431222,434349,434852,435861,437692,443358,448607
489,Georgetown,TX,336234,336488,336778,337756,339075,340658,342412,344351,347074
490,Fall River,MA,270839,272677,274047,275431,277013,279810,283354,287647,292598
491,Duluth,GA,268756,269564,270485,271372,272552,273996,275441,277069,279145
492,Decatur,IL,75036,75234,75574,76094,76562,76934,77432,77935,78486
493,Parker,CO,540467,542867,544195,546051,547872,550427,553216,556331,560742
494,Newport Beach,CA,2394092,2409685,2421902,2428040,2424409,2419807,2413446,2414135,2412628
495,Arden-Arcade,CA,377014,379483,382992,385564,386857,387386,390099,394557,399567
496,Nashua,NH,304487,306117,309006,312053,313692,315638,317862,321650,326106
497,Suffolk,VA,252529,253096,253530,254185,255150,256318,257576,258709,259953
498,Victoria,TX,151765,152191,152658,153084,153455,153735,154270,155109,156096
499,Redmond,WA,841852,848480,855817,863057,868532,875927,885383,898113,911374
500,Bloomington,IL,166299,167030,167703,168351,168853,169460,170121,170965,171897
501,Tustin,CA,736340,740455,744787,747019,746854,746035,747512,752378,756221
502,Citrus Heights,CA,352482,354640,357624,359897,361242,361999,364137,367909,372693
503,Glen Burnie,MD,282164,282977,283800,284296,284943,286400,288437,291681,294653
504,Waukegan,IL,138993,139479,140136,140686,141140,141404,142079,143107,145070
505,Pflugerville,TX,276728,277892,279941,282289,284941,287028,289741,292907,297037
506,Bowie,MD,367960,369135,371031,372666,374491,376571,380346,384342,389253
507,Walnut Creek,CA,919773,920457,922659,927711,928884,934568,944890,966052,989092
508,Macomb,MI,307107,308547,310675,312922,314047,314730,315666,319199,322845
509,Fayetteville,AR,220238,220873,221266,221491,221926,223118,224772,226809,228533
510,Bloomington,MN,297672,298536,299461,300725,302359,304292,306390,308717,310788
511,Sioux City,IA,125328,125750,126003,126069,126295,126685,127119,127406,127796
512,Dallas,GA,213611,215025,216442,217484,218768,219873,221019,222387,223725
513,Buena Park,CA,624431,628946,633729,637118,638563,639569,642408,648197,653886
514,Longmont,CO,410776,411453,412171,412666,413411,414369,415933,418456,421709
515,Iowa City,IA,222407,222799,222807,222729,222524,222747,223010,223090,223312
516,Bismarck,ND,281671,282605,283742,284800,285395,285870,286251,286306,286774
517,Alhambra,CA,677794,683574,689985,694860,696352,696365,700962,707788,715182
518,Trenton,NJ,172089,174497,176993,178862,179917,181342,182978,185718,189151
519,Conyers,GA,186205,186931,188180,189636,191564,193330,194888,196223,197854
520,Clifton,NJ,366392,368606,370793,372697,374897,377525,380642,384371,389061
521,Germantown,MD,314348,314880,316681,318546,320117,320860,322334,324060,326607
522,Jackson,TN,125195,126702,127672,128558,129213,130258,131650,133228,134883
523,Toms River,NJ,239152,239487,240638,241322,241302,241163,242307,245029,248971
524,Lynnwood,WA,504876,508707,512275,516791,520017,523131,526932,533530,541889
525,Cicero,IL,195238,195726,196577,197225,198435,199868,201741,204514,208344
526,Ellicott City,MD,535707,537342,538647,538788,538847,538396,539957,542601,545703
527,Sumter,SC,128774,129305,129546,130122,130825,131196,131213,131154,131841
528,Owensboro,KY,130100,130408,131003,131820,133292,135079,137114,138869,140636
529,Conway,AR,167404,167847,168339,168840,169536,170297,171110,171960,172752
530,Hattiesburg,MS,147779,147828,147896,147740,147790,147874,148219,148338,148508
531,Battle Creek,MI,116027,116993,117972,118995,119768,120429,121009,121913,123135
532,Huntington,NY,617673,621289,623051,624788,625012,626487,627819,629563,631502
533,Spokane Valley,WA,268065,271548,275325,278355,280296,281731,284009,288060,293272
534,Danbury,CT,303152,303991,305177,305792,306718,308798,311259,314391,317429
535,Norwalk,CT,321314,322030,322852,323418,324216,326732,329722,333330,337424
536,Watsonville,CA,619180,621479,624725,626383,628748,629591,632235,638192,645555
537,Springfield,OH,108552,108825,108984,109086,109328,109756,110435,111214,112064
538,Houma,LA,158612,158910,159186,159491,159562,159619,159755,159864,160221
539,Largo,FL,193735,195917,198370,200462,202070,203767,205710,208624,211921
540,Gresham,OR,345553,346644,349028,351560,354418,357173,361092,365414,371322
541,Brandon,FL,224757,225808,226930,228413,229826,231745,233408,235545,237605
542,Troy,MI,323550,324024,326050,327582,328714,328134,328227,329512,332545
543,Panama City,FL,178749,181148,183610,184665,185677,186456,187379,188471,189606
544,Kingsport,TN,133994,134616,135142,135678,136300,137087,138343,139562,140984
545,Sanford,FL,220375,221672,223417,225497,226765,227416,227839,229124,230638
546,Palm Coast,FL,231311,231199,231485,231880,233109,233537,233787,234118,235038
547,Quincy,MA,499319,502344,503988,505174,507302,507202,509382,511335,517135
548,Westland,MI,150276,151081,151982,152819,153104,153564,154502,155968,157332
549,Saint George,UT,325217,327037,328785,330419,332388,334692,337533,340600,344015
550,Ogden,UT,233924,235882,237653,240192,243033,246072,248946,251851,255232
551,Johns Creek,GA,441690,443494,444849,446275,446174,447778,449902,452986,455058
552,Canton,GA,312428,313215,314173,315725,317335,319594,321158,323253,325091
553,Kirkland,WA,748255,754810,761429,768406,773783,781407,790647,802894,814727
554,Waldorf,MD,313991,315788,317571,318941,320669,322130,324079,326273,328909
555,Stafford,VA,369364,370144,370290,371625,373139,375222,378033,381924,386053
556,Manteca,CA,421519,423939,425371,428139,429655,430561,433963,438095,445119
557,Camarillo,CA,629001,630139,631188,632809,635519,638554,643242,647802,654428
558,Farmington Hills,MI,278473,279184,281313,283153,284640,284199,284486,285895,289206
559,Dalton,GA,135773,136167,136604,137159,137693,138215,138765,139795,140984
560,Cranston,RI,268833,270486,271787,273183,274705,276069,277575,280240,283970
561,Jonesboro,AR,152230,152780,153274,153854,154499,155206,155866,156450,157207
562,Slidell,LA,170094,171366,171493,172733,173998,175724,177303,179483,181235
563,Greenwood,IN,213684,214973,216756,218717,220202,221638,223210,225478,227957
564,Eau Claire,WI,186433,188121,189779,191226,192869,194601,196709,198373,200673
